,publisher,genres,app_name,title,url,release_date,tags,reviews_url,specs,price,early_access,id,developer
1487,Homewreckers Studio,"['Action', 'Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Incline,Incline,http://store.steampowered.com/app/668170/Incline/,2017-10-09,"['Early Access', 'Racing', 'Sports', 'Simulation', 'Free to Play', 'Action', 'Indie', 'Multiplayer', 'VR']",http://steamcommunity.com/app/668170/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Workshop', 'In-App Purchases', 'Partial Controller Support']",Free to Play,True,668170.0,Homewreckers Studio
1488,THQ Nordic,"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,SpellForce 2 - Anniversary Edition,http://store.steampowered.com/app/39550/SpellForce_2__Anniversary_Edition/,2009-10-29,"['Strategy', 'RPG', 'RTS', 'Action', 'Fantasy', 'Singleplayer']",http://steamcommunity.com/app/39550/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Cloud', 'Includes level editor']",14.99,False,39550.0,"Phenomic,THQ Nordic"
1489,Niels Bauer Games,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Smugglers 5: Invasion DLC: Warrior Within,Smugglers 5: Invasion DLC: Warrior Within,http://store.steampowered.com/app/351650/Smugglers_5_Invasion_DLC_Warrior_Within/,2015-03-12,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Simulation']",http://steamcommunity.com/app/351650/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",3.99,False,351650.0,Niels Bauer Games
1490,"Hopoo Games, LLC","['Action', 'Indie', 'RPG']",Risk of Rain Soundtrack,Risk of Rain Soundtrack,http://store.steampowered.com/app/323410/Risk_of_Rain_Soundtrack/,2017-02-06,"['Action', 'RPG', 'Indie']",http://steamcommunity.com/app/323410/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,False,323410.0,"Hopoo Games, LLC"
1491,,,Magical Girl Raising Project,Magical Girl Raising Project,http://store.steampowered.com/app/640500/Magical_Girl_Raising_Project/,2017-06-21,"['Anime', 'Episodic']",http://steamcommunity.com/app/640500/reviews/?browsefilter=mostrecent&p=1,,1.99,False,640500.0,
1492,Alpha72 Games,"['Action', 'Racing']",Chromadrome 2,Chromadrome 2,http://store.steampowered.com/app/378350/Chromadrome_2/,2007-04-09,"['Action', 'Racing']",http://steamcommunity.com/app/378350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",2.99,False,378350.0,Alpha72 Games
1493,"Mindware Co.,Ltd.","['Action', 'Casual', 'Indie', 'Strategy']",Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,http://store.steampowered.com/app/496980/Cosmic_Cavern_3671/,2016-07-14,"['Casual', 'Action', 'Indie', 'Strategy', 'Pixel Graphics', 'Arcade', 'Classic']",http://steamcommunity.com/app/496980/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",4.99,False,496980.0,"Mindware Co.,Ltd."
1494,"Forthright Entertainment, LLC","['Action', 'Adventure', 'Indie', 'Early Access']",Outbreak: Pandemic Evolution,Outbreak: Pandemic Evolution,http://store.steampowered.com/app/444690/Outbreak_Pandemic_Evolution/,2016-09-09,"['Early Access', 'Action', 'Adventure', 'Indie', 'Open World', 'Survival']",http://steamcommunity.com/app/444690/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Partial Controller Support']",9.99,True,444690.0,Forthright Entertainment
1495,Spellbind Studios,"['Indie', 'RPG']",Rogue Wizards,Rogue Wizards,http://store.steampowered.com/app/392260/Rogue_Wizards/,2016-09-27,"['RPG', 'Indie', 'Rogue-lite', 'Rogue-like', 'Turn-Based']",http://steamcommunity.com/app/392260/reviews/?browsefilter=mostrecent&p=1,['Single-player'],14.99,False,392260.0,Spellbind Studios
1496,Snipefish Entertainment,"['Indie', 'Strategy']",Solar War,Solar War,http://store.steampowered.com/app/340880/Solar_War/,2013-08-20,"['Strategy', 'Indie']",http://steamcommunity.com/app/340880/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,340880.0,Snipefish Entertainment
1497,DNB Media,"['Casual', 'Indie', 'Simulation']",Now Man Flies - Xmas Soundtrack,Now Man Flies - Xmas Soundtrack,http://store.steampowered.com/app/765420/Now_Man_Flies__Xmas_Soundtrack/,2017-12-12,"['Indie', 'Casual', 'Simulation']",http://steamcommunity.com/app/765420/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,False,765420.0,Epic Fire
1498,,"['Adventure', 'Indie']",INFRA - Original Soundtrack,INFRA - Original Soundtrack,http://store.steampowered.com/app/432450/INFRA__Original_Soundtrack/,2016-01-15,"['Adventure', 'Indie']",http://steamcommunity.com/app/432450/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",4.99,False,432450.0,Loiste Interactive
1499,SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Austrian Paint Jobs Pack,Euro Truck Simulator 2 - Austrian Paint Jobs Pack,http://store.steampowered.com/app/461243/Euro_Truck_Simulator_2__Austrian_Paint_Jobs_Pack/,2016-07-15,"['Simulation', 'Indie']",http://steamcommunity.com/app/461243/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']",0.99,False,461243.0,SCS Software
1500,CCP,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 2860 PLEX,EVE Online: 2860 PLEX,http://store.steampowered.com/app/629794/EVE_Online_2860_PLEX/,2017-05-09,"['Free to Play', 'RPG', 'Massively Multiplayer']",http://steamcommunity.com/app/629794/reviews/?browsefilter=mostrecent&p=1,"['Online Multi-Player', 'MMO', 'Downloadable Content', 'Steam Trading Cards']",99.99,False,629794.0,CCP
1501,Focus Home Interactive,"['Action', 'RPG']",R.A.W. Realms of Ancient War,R.A.W. Realms of Ancient War,http://store.steampowered.com/app/209730/RAW_Realms_of_Ancient_War/,2012-10-11,"['RPG', 'Action', 'Hack and Slash', 'Fantasy', 'Local Co-Op', 'Action RPG', 'Co-op', 'Top-Down']",http://steamcommunity.com/app/209730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",14.99,False,209730.0,Wizarbox
1502,Strategy First,"['Indie', 'Strategy']",Sim Junta,Sim Junta,http://store.steampowered.com/app/390510/Sim_Junta/,2015-08-18,"['Strategy', 'Indie', 'Dystopian', 'Singleplayer', 'Simulation', 'Political', '2D', 'Retro']",http://steamcommunity.com/app/390510/reviews/?browsefilter=mostrecent&p=1,['Single-player'],1.99,False,390510.0,Icehole Games
1503,Plug In Digital,"['Indie', 'Racing']",PolyRace,PolyRace,http://store.steampowered.com/app/384330/PolyRace/,2016-03-24,"['Racing', 'Indie', 'Procedural Generation']",http://steamcommunity.com/app/384330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",5.99,False,384330.0,BinaryDream
1504,,"['Action', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation']",Badland Bandits - Bloody Pack,Badland Bandits - Bloody Pack,http://store.steampowered.com/app/392090/Badland_Bandits__Bloody_Pack/,2015-07-31,"['RPG', 'Massively Multiplayer', 'Simulation', 'Racing', 'Action']",http://steamcommunity.com/app/392090/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,392090.0,Wild Wolf Std
1505,Dogenzaka Lab,"['Adventure', 'Indie']",Campus Notes - forget me not.,Campus Notes - forget me not.,http://store.steampowered.com/app/435360/Campus_Notes__forget_me_not/,2016-04-06,"['Adventure', 'Indie', 'Visual Novel', 'Anime']",http://steamcommunity.com/app/435360/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",11.99,False,435360.0,4th cluster
1506,Meepower,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Mistwood Heroes,Mistwood Heroes,http://store.steampowered.com/app/573210/Mistwood_Heroes/,2016-12-30,"['Action', 'Adventure', 'Indie', 'RPG', 'Casual', 'RPGMaker']",http://steamcommunity.com/app/573210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,False,573210.0,Meepower
1507,Nano Games,"['Adventure', 'Casual', 'Indie', 'Simulation']",Reef Shot - Soundtrack,Reef Shot - Soundtrack,http://store.steampowered.com/app/755160/Reef_Shot__Soundtrack/,2012-11-21,"['Adventure', 'Indie', 'Casual', 'Simulation']",http://steamcommunity.com/app/755160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",2.99,False,755160.0,Nano Games
1508,SEGA,['Action'],Crack Down™,Crack Down™,http://store.steampowered.com/app/34273/Crack_Down/,2010-06-01,"['Action', 'Top-Down', 'Retro']",http://steamcommunity.com/app/34273/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",2.99,False,34273.0,SEGA
1509,Funcom,"['Action', 'Free to Play']",Hide and Shriek,Hide and Shriek,http://store.steampowered.com/app/480430/Hide_and_Shriek/,2016-10-25,"['Multiplayer', 'Horror', 'Free to Play', 'First-Person', 'Action', 'Atmospheric', 'Competitive', 'Psychological Horror', 'Funny', 'Mystery', 'Thriller', 'Psychological', 'Strategy', 'Memes', 'Illuminati']",http://steamcommunity.com/app/480430/reviews/?browsefilter=mostrecent&p=1,"['Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",Free To Play,False,480430.0,Funcom
1510,CI Games,['Action'],Sniper: Ghost Warrior 2,Sniper: Ghost Warrior 2,http://store.steampowered.com/app/34870/Sniper_Ghost_Warrior_2/,2013-03-11,"['Sniper', 'Action', 'FPS', 'Multiplayer', 'Stealth', 'Shooter', 'Singleplayer', 'First-Person', 'Tactical', 'Military', 'Adventure', 'Strategy', 'Co-op', 'Open World', 'Bullet Time', 'Online Co-Op', 'Simulation', 'Controller', 'Atmospheric', 'Difficult']",http://steamcommunity.com/app/34870/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,False,34870.0,City Interactive
1511,,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - The Breaking of Forstor Nagar (5E),Fantasy Grounds - The Breaking of Forstor Nagar (5E),http://store.steampowered.com/app/489670/Fantasy_Grounds__The_Breaking_of_Forstor_Nagar_5E/,2016-06-09,"['Strategy', 'RPG', 'Indie']",http://steamcommunity.com/app/489670/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",9.99,False,489670.0,"SmiteWorks USA, LLC"
1512,RunServer,"['Casual', 'Indie']",Insane Cold: Back to the Ice Age,Insane Cold: Back to the Ice Age,http://store.steampowered.com/app/764010/Insane_Cold_Back_to_the_Ice_Age/,2014-08-27,"['Casual', 'Indie', 'Hidden Object', 'Point & Click', 'Adventure', 'Singleplayer', 'Magic', 'Puzzle', 'Mouse only', 'Mystery', 'Crime', 'Relaxing']",http://steamcommunity.com/app/764010/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards']",1.99,False,764010.0,Mysterytag
1513,Poetic Justice Studios,['RPG'],The End of an Age: Fading Remnants,The End of an Age: Fading Remnants,http://store.steampowered.com/app/398950/The_End_of_an_Age_Fading_Remnants/,2019-09-16,"['RPG', 'RPGMaker']",http://steamcommunity.com/app/398950/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",,False,398950.0,Poetic Justice Studios
1514,"KOEI TECMO GAMES CO., LTD.",['Action'],WARRIORS ALL-STARS: Sophie-themed costume for Honoka,WARRIORS ALL-STARS: Sophie-themed costume for Honoka,http://store.steampowered.com/app/658296/WARRIORS_ALLSTARS_Sophiethemed_costume_for_Honoka/,2017-08-29,['Action'],http://steamcommunity.com/app/658296/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",1.99,False,658296.0,"KOEI TECMO GAMES CO., LTD."
1515,,,The Unearthing,The Unearthing,http://store.steampowered.com/app/440200/The_Unearthing/,2017-03-30,"['Movie', 'Adventure']",http://steamcommunity.com/app/440200/reviews/?browsefilter=mostrecent&p=1,,1.99,False,440200.0,
1516,Tactic Studios Inc.,"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Starter Pack 1,Immortal Empire - Starter Pack 1,http://store.steampowered.com/app/465830/Immortal_Empire__Starter_Pack_1/,2016-04-29,"['Strategy', 'RPG', 'Indie', 'Free to Play']",http://steamcommunity.com/app/465830/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,465830.0,Tactic Studios Inc.
1517,Egosoft,"['Simulation', 'Strategy']",X: Tension,X: Tension,http://store.steampowered.com/app/2850/X_Tension/,2000-06-01,"['Simulation', 'Strategy', 'Space', 'Sci-fi', 'Space Sim', 'Economy', 'Singleplayer', 'Sandbox', 'Action', 'Open World']",http://steamcommunity.com/app/2850/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,False,2850.0,Egosoft
1518,Aksys Games,['RPG'],Tokyo Xanadu eX+: Outfit & Accessory Bundle,Tokyo Xanadu eX+: Outfit &amp; Accessory Bundle,http://store.steampowered.com/app/750910/Tokyo_Xanadu_eX_Outfit__Accessory_Bundle/,2017-12-08,['RPG'],http://steamcommunity.com/app/750910/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",14.99,False,750910.0,Nihon Falcom
1519,PGN Inc,"['Design &amp; Illustration', 'Photo Editing']",FireAlpaca SE,FireAlpaca SE,http://store.steampowered.com/app/458750/FireAlpaca_SE/,2016-05-22,"['Design & Illustration', 'Photo Editing']",http://steamcommunity.com/app/458750/reviews/?browsefilter=mostrecent&p=1,['Steam Trading Cards'],39.99,False,458750.0,PGN Inc
1520,Drahcir,['Action'],Leviathan Starblade,Leviathan Starblade,http://store.steampowered.com/app/549900/Leviathan_Starblade/,2016-11-01,"['Action', ""Shoot 'Em Up""]",http://steamcommunity.com/app/549900/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",2.99,False,549900.0,Drahcir
1521,,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Complicated”,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Complicated”,http://store.steampowered.com/app/509734/Rocksmith_2014_Edition__Remastered__Avril_Lavigne__Complicated/,2017-03-07,"['Casual', 'Simulation']",http://steamcommunity.com/app/509734/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,509734.0,Ubisoft - San Francisco
1522,Super Games Studio,"['Adventure', 'Indie']",Javva Juice,Javva Juice,http://store.steampowered.com/app/524940/Javva_Juice/,2016-12-27,"['Indie', 'Adventure', 'Platformer', '2D', 'Difficult']",http://steamcommunity.com/app/524940/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3.99,False,524940.0,Super Games Studio
1523,Choice of Games,"['Adventure', 'Indie', 'RPG']",Reckless Space Pirates,Reckless Space Pirates,http://store.steampowered.com/app/648530/Reckless_Space_Pirates/,2013-12-06,"['Adventure', 'Indie', 'RPG', 'Choose Your Own Adventure', 'Text-Based']",http://steamcommunity.com/app/648530/reviews/?browsefilter=mostrecent&p=1,"['Steam Achievements', 'Captions available', 'Steam Cloud']",4.99,False,648530.0,Choice of Games
1524,NerdRage Studios Ltd.,"['Action', 'Indie']",Jump Gunners Original Soundtrack,Jump Gunners Original Soundtrack,http://store.steampowered.com/app/775210/Jump_Gunners_Original_Soundtrack/,2017-12-20,"['Action', 'Indie']",http://steamcommunity.com/app/775210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",4.99,False,775210.0,NerdRage Studios Ltd.
1525,Syberstudio,"['Action', 'Adventure', 'Indie']",Knight Adventure,Knight Adventure,http://store.steampowered.com/app/409420/Knight_Adventure/,2015-10-15,"['Action', 'Adventure', 'Indie']",http://steamcommunity.com/app/409420/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards']",0.99,False,409420.0,Syberstudio
1526,Big Fish Games,"['Adventure', 'Casual']",Myths of the World: Stolen Spring Collector's Edition,Myths of the World: Stolen Spring Collector's Edition,http://store.steampowered.com/app/638260/Myths_of_the_World_Stolen_Spring_Collectors_Edition/,2017-05-31,"['Adventure', 'Casual', 'Hidden Object']",http://steamcommunity.com/app/638260/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,638260.0,Eipix Entertainment
1527,,,The Thinning,The Thinning,http://store.steampowered.com/app/607980/The_Thinning/,2016-10-12,['Movie'],http://steamcommunity.com/app/607980/reviews/?browsefilter=mostrecent&p=1,['Captions available'],9.99,False,607980.0,
1528,DnS Development,"['Action', 'Indie']",Primal Fears,Primal Fears,http://store.steampowered.com/app/211280/Primal_Fears/,2013-01-08,"['Action', 'Indie', 'Co-op', 'Horror', 'Zombies', 'Top-Down', 'Shooter']",http://steamcommunity.com/app/211280/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,211280.0,DnS Development
1529,,,DrumSim,,http://store.steampowered.com/app/707750/DrumSim/,,"['Casual', 'Simulation']",http://steamcommunity.com/app/707750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Keyboard / Mouse', 'Seated', 'Standing']",1.99,False,707750.0,
1530,Heroes Productions,"['Adventure', 'Indie']",Secret in Story,Secret in Story,http://store.steampowered.com/app/613010/Secret_in_Story/,2017-06-19,"['Indie', 'Adventure', 'Visual Novel']",http://steamcommunity.com/app/613010/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",0.99,False,613010.0,Luo Zhi En
1531,Ubisoft,"['Casual', 'Simulation']",Rocksmith - The Police - Message In A Bottle,Rocksmith - The Police - Message In A Bottle,http://store.steampowered.com/app/206132/Rocksmith__The_Police__Message_In_A_Bottle/,2012-10-16,"['Casual', 'Simulation']",http://steamcommunity.com/app/206132/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content']",2.99,False,206132.0,Ubisoft - San Francisco
1532,WINGED SAKURA GAMES,"['Action', 'Indie', 'RPG', 'Strategy']",Winged Sakura: Endless Dream - Art Collection,Winged Sakura: Endless Dream - Art Collection,http://store.steampowered.com/app/721880/Winged_Sakura_Endless_Dream__Art_Collection/,2017-10-06,"['Strategy', 'Action', 'RPG', 'Indie']",http://steamcommunity.com/app/721880/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",4.99,False,721880.0,WINGED SAKURA GAMES
1533,Wizards of the Coast LLC,['Strategy'],Magic 2013 “Born of Flame” Deck Key,Magic 2013 “Born of Flame” Deck Key,http://store.steampowered.com/app/97362/Magic_2013_Born_of_Flame_Deck_Key/,2012-07-11,['Strategy'],http://steamcommunity.com/app/97362/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",0.99,False,97362.0,Stainless Games
1534,OrionSoft,"['Action', 'Adventure', 'Indie']",Escape 2042 - The Truth Defenders,Escape 2042 - The Truth Defenders,http://store.steampowered.com/app/598590/Escape_2042__The_Truth_Defenders/,2017-03-31,"['Action', 'Adventure', 'Indie', 'Retro']",http://steamcommunity.com/app/598590/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",3.99,False,598590.0,OrionSoft
1535,,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Mini-Dungeon #001 - Buried Council Chambers,Fantasy Grounds - 5E: Mini-Dungeon #001 - Buried Council Chambers,http://store.steampowered.com/app/520310/Fantasy_Grounds__5E_MiniDungeon_001__Buried_Council_Chambers/,2016-08-31,"['RPG', 'Indie', 'Strategy', 'Adventure', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Party-Based RPG']",http://steamcommunity.com/app/520310/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",2.99,False,520310.0,"SmiteWorks USA, LLC"
1536,Capcom,['Action'],Marvel vs. Capcom: Infinite - Captain Marvel Warbird Costume,Marvel vs. Capcom: Infinite - Captain Marvel Warbird Costume,http://store.steampowered.com/app/721106/Marvel_vs_Capcom_Infinite__Captain_Marvel_Warbird_Costume/,2017-10-17,['Action'],http://steamcommunity.com/app/721106/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",3.99,False,721106.0,Capcom
1537,,,Robotpencil Presents: Armor Design: Fantasy,Robotpencil Presents: Armor Design: Fantasy,http://store.steampowered.com/app/507620/Robotpencil_Presents_Armor_Design_Fantasy/,2016-08-12,"['Design & Illustration', 'Tutorial']",http://steamcommunity.com/app/507620/reviews/?browsefilter=mostrecent&p=1,,4.99,False,507620.0,
1538,DiezelPower,"['Action', 'Indie']",VERSUS SQUAD,VERSUS SQUAD,http://store.steampowered.com/app/471330/VERSUS_SQUAD/,2016-10-26,"['Action', 'Indie', 'Survival', 'Zombies', 'Twin Stick Shooter', 'Co-op', 'Online Co-Op', 'Top-Down Shooter', 'Multiplayer', 'Tower Defense', 'Top-Down', 'Gore', 'Strategy', 'Violent', 'Walking Simulator', 'Shooter']",http://steamcommunity.com/app/471330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,471330.0,DiezelPower
1539,Hyper Hippo Games,"['Casual', 'Free to Play', 'Indie']",AdVenture Capitalist,AdVenture Capitalist,http://store.steampowered.com/app/346900/AdVenture_Capitalist/,2015-03-30,"['Free to Play', 'Clicker', 'Capitalism', 'Casual', 'Singleplayer', 'Indie', 'Management', 'Simulation', 'Point & Click', '2D', 'Funny', 'Adventure', 'Touch-Friendly', 'Strategy', 'Real-Time', 'Comedy', 'Memes', 'Family Friendly', 'Great Soundtrack', 'Sandbox']",http://steamcommunity.com/app/346900/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Free to Play,False,346900.0,Hyper Hippo Games
1540,,"['Action', 'Massively Multiplayer', 'Racing']",The Crew™ Calling All Units,The Crew™ Calling All Units,http://store.steampowered.com/app/512350/The_Crew_Calling_All_Units/,2016-11-29,"['Racing', 'Action', 'Massively Multiplayer']",http://steamcommunity.com/app/512350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'MMO', 'Downloadable Content', 'Partial Controller Support']",24.99,False,512350.0,Ivory Tower in collaboration with Ubisoft Reflections
1541,Superbyte Games,"['Action', 'Adventure', 'Indie']",Lemons Must Die,Lemons Must Die,http://store.steampowered.com/app/563740/Lemons_Must_Die/,Coming 2017,"['Indie', 'Action', 'Adventure']",http://steamcommunity.com/app/563740/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats']",,False,563740.0,Superbyte Games
1542,,"['Casual', 'Simulation']",Rocksmith® 2014 – Gene Vincent and His Blue Caps - “Be-Bop-A-Lula”,Rocksmith® 2014 – Gene Vincent and His Blue Caps - “Be-Bop-A-Lula”,http://store.steampowered.com/app/342855/Rocksmith_2014__Gene_Vincent_and_His_Blue_Caps__BeBopALula/,2015-06-09,"['Casual', 'Simulation']",http://steamcommunity.com/app/342855/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,342855.0,Ubisoft - San Francisco
1543,Minor Key Games,"['Action', 'Adventure', 'Indie', 'RPG']",Eldritch,Eldritch,http://store.steampowered.com/app/252630/Eldritch/,2013-10-21,"['Rogue-like', 'Indie', 'Lovecraftian', 'First-Person', 'Action', 'Rogue-lite', 'Horror', 'Adventure', 'Singleplayer', 'RPG', 'FPS', 'Stealth', 'Procedural Generation', 'Female Protagonist', 'Exploration', 'Pixel Graphics', 'Perma Death', 'Voxel', 'Atmospheric', 'Difficult']",http://steamcommunity.com/app/252630/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,252630.0,Minor Key Games
1544,Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Night Environment: Massachusetts Add-On,FSX Steam Edition: Night Environment: Massachusetts Add-On,http://store.steampowered.com/app/500203/FSX_Steam_Edition_Night_Environment_Massachusetts_AddOn/,2016-11-08,['Simulation'],http://steamcommunity.com/app/500203/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",17.99,False,500203.0,Chris Bell - Creative Design Studios
1545,Basilisk Games,"['Indie', 'RPG']",Eschalon: Book II,Eschalon: Book II,http://store.steampowered.com/app/25620/Eschalon_Book_II/,2010-05-12,"['RPG', 'Indie', 'Isometric', 'Turn-Based', 'Fantasy', '2D']",http://steamcommunity.com/app/25620/reviews/?browsefilter=mostrecent&p=1,['Single-player'],5.99,False,25620.0,Basilisk Games
