release_date,developer,price
2017-12-04,Tim Rachor,2.99
2017-12-04,Funforge,9.99
2017-12-04,LillyWelland inc.,0.99
2017-12-04,Mia Blais-Côté,0.99
2017-12-04,"keenEdge,Neocortex",1.99
2017-12-04,Falkrus,2.99
2017-12-04,Mia Blais-Côté,1.99
2017-12-04,Ambiera,9.99
,,7.99
2017-12-04,Absolutist Ltd,Free To Play
2017-12-04,Holotech Studios,1.99
2017-12-04,Gazzapper Games,2.99
2018,Colossal Wreck,
2017-12-04,Team DOTS,Free
2017-12-02,ThinkVirtual LLC,1.99
2017-12-04,Scythuz,2.99
2017-12-04,"Astalo Games,Sami Tikkamäki",7.99
2018-12-03,Anima Chambers,
2017-12-03,"Joshua Williams,Evil Tortilla Games Incorporated",4.99
2017-12-03,Labyrinthine,6.99
2017-12-02,NorthernLights Games,1.99
2017-12-03,Studio 1983,2.99
Coming Soon,Dotware,
2017-12-01,Oscar Celestini,1.99
2017-12-01,Wolf Pack,5.99
2017-12-01,Michael McCartney,Free
2017-12-01,Yet Another Game Studio,1.99
2017-12-01,Loneminded,3.99
2017-12-01,,6.99
2017-12-01,Horizon Games,9.99
2017-12-01,,Free
Spring 2017,Stumbling Cat,
2013-07-31,,3.99
SOON,Adaptive Game,
2017-12-01,Initiative Games,0.99
,,6.99
2017-12-01,Semicolon;,Free to Play
2017-12-01,Studio Monolith,14.99
2017-12-01,RewindApp,0.99
2017-12-01,Hosted Games,6.99
2017-12-01,Slug Disco Studios,19.99
2017-12-01,Standby,4.99
2017-12-01,GBROSSOFT,4.99
2017-11-30,Strategiae,4.99
,,9.99
2017-02-02,,4.99
2017-11-30,SuperTry Studios,9.99
,,29.99
2017-11-30,Stèv,8.99
2017-11-30,Rhythmical Badass,2.99
,,1.99
,,19.99
,,1.99
,,1.99
,,1.99
,,9.99
2017-11-30,Shazard G Bansraj,Free To Play
2017-12-01,DistrictWare inc.,14.99
Demo coming soon.,"Frontwire Studios, LLC",
2017-12-01,Novo Mundo,2.99
2017-11-30,Tomáš Sabol,9.99
2017-12-01,Lunar Collapse,7.99
2017-11-26,George Batchelor,4.99
2017-12-01,"CINEMAX, s.r.o.",9.99
2017-12-01,Realore,4.99
,,9.99
2017-11-20,Realore,3.99
2017-12-01,Realore,4.99
2017-12-01,Realore,4.99
2017-12-01,Realore,4.99
2017-11-30,Oxeye Game Studio,6.99
2017-12-01,Catalope Games,7.99
2017-12-01,Matthew.P,1.99
2017-12-01,Mikhail Melnikov,0.99
2017-12-01,Eridanus Studio,0.99
2017-12-01,@VincentLTower,1.99
2017-12-01,Falcon Development,14.99
2017-07-01,Falcon Development,
2017-12-01,Eteru Studio,2.99
2017-12-01,Falcon Development,13.99
2017-12-01,Magical Hackers,4.99
2017-07-01,Falcon Development,
,,Free
2017-11-30,Stegalosaurus Game Development,3.99
2017-11-24,David Su,2.99
,,0.99
2017-12-01,Cateia,12.99
2017-11-30,Khor Chin Heong,29.99
2017-12-01,3DClouds.it,1.99
2017-11-29,Notus Games Ltd,9.99
2017-11-17,Actoz Soft,Free To Play
2017-11-29,David Ko,3.99
2017-11-29,Mianwotu,0.99
2017-11-29,Astalo Games,7.99
2017-11-29,橘喵喵,1.99
2017-11-29,Targem Games,54.99
Coming 2017,Superbyte Games,
2017-11-30,Phil Fortier,0.99
2017-11-30,Nothing Rhymes With Entertainment,1.99
Winter 2017,Yobowargames,
2017-11-30,MercurySteam,9.99
2017-11-30,Halycon Media,29.99
2017-11-30,CSM,0.99
2017-11-30,JetCat Games,3.99
2017-11-30,JetCat Games,3.99
2017-11-30,Artifex Mundi,2.99
2017-11-30,Artifex Mundi,2.99
2017-11-30,Lost the Game Studios,29.99
2017-11-30,Pixelsplit,4.99
2017-10-31,Samantha Arehart,2.99
2017-11-30,"SmiteWorks USA, LLC",9.99
2017-11-30,"SmiteWorks USA, LLC",7.99
2017-11-30,"SmiteWorks USA, LLC",9.99
2017-11-30,"SmiteWorks USA, LLC",22.99
2017-11-30,"SmiteWorks USA, LLC",24.99
2017-11-30,"SmiteWorks USA, LLC",4.99
2017-11-30,Muzaku,0.99
2017-11-30,"SmiteWorks USA, LLC",10.99
2017-11-30,"SmiteWorks USA, LLC",10.99
2017-11-30,"SmiteWorks USA, LLC",4.99
2017-11-30,Oriplay,2.99
2017-11-29,Rinober Games,7.99
2017-11-29,Resi,0.99
2017-11-29,Fowers Games,4.99
2017-11-29,,Free
2017-11-08,Mark Fassett,4.99
2017-11-29,BANDAI NAMCO Studios Inc.,7.99
2017-11-29,Infinite Dreams,9.99
2015-10-20,,3.99
2017-11-17,phime studio LLC,7.99
2017-11-29,Brewsterland Studios,Free To Play
2017-11-28,MAGIX Software GmbH,399.0
2017-11-29,aDeCon Production,4.99
2017-11-29,For Kids,Free To Play
2017-11-29,"Asmodee Digital,Frima Studio",14.99
2017-11-05,Serkan Bakar,2.99
2017-11-29,Lunchbox Edu,9.99
2017-11-29,Lled Games,2.99
2017-11-29,Dovetail Games,19.99
2016-01-03,Crazysoft Limited,3.99
2017-09-26,"Tomer Caner,Nitay Parnes",3.99
,,9.99
2017-11-29,"Flying Fire, LLC",9.99
2017-11-29,,0.99
2017-11-29,,1.99
2017-11-29,Star Drifters,19.99
2017-11-29,,0.99
2017-11-28,Killer Bee Software,19.99
2017-11-28,Devdan Games,3.99
2017-11-22,Big Fat Simulations Inc.,19.99
2017-11-28,putilin_industries,0.99
2017-11-29,Thunder Devs.,Free To Play
2017-11-28,,4.99
2017-11-28,Black Phoenix Studio,6.99
2017-11-26,Dragom,11.99
2017-11-27,Dreamcraft Entertainment,1.99
2017-11-27,Daniel Wiitanen,Free To Play
2017-12-01,Drop_Dead_Fred (Фред),1.99
,,4.99
2017-11-28,"German Airports Team,Caipirinha Games,Omar Masroor",34.99
2017-11-28,OfficialAndy,0.99
2017-11-28,Boogygames Studios,0.99
2017-11-28,TSS Studio,1.99
2017-11-28,Recreat4,2.99
2017-11-28,"KING Art,upjers",Free To Play
2017-11-15,Afterthought Studios,15.99
2017-11-28,Three Guys Game Studio,9.99
,,14.99
2017-10-31,Recompile,0.99
2017-11-28,10kbit Games,0.99
2017-11-28,"Square Enix,tri-Ace",20.99
2017-11-27,Artalasky,1.99
2017-11-28,Dragon Wing Studio,9.99
2017-11-28,Tero Lunkka,0.99
2017-11-28,Ubisoft - San Francisco,11.99
2017-11-27,Zendo Games,1.29
2017-11-27,New Horizon Productions,9.99
Q1 2018,Rightstick Studios,
2017-11-27,"Sonic Team,Hardlight",Free
2017-10-31,Must Imagine Entertainment,4.99
,,2.99
2017-11-27,Fabrice BIZEC,9.99
,,Free
2017-11-27,Ravinia,3.99
2017-11-27,Antimatter Games,7.99
,,Free
2017-11-24,Xefier Games Inc.,4.99
2017-11-27,Boogygames Studios,0.99
TBD,HALUNAZI GAMES,
2017-11-24,Nestor Yavorskyy,0.99
2017-11-20,Duckman Army Games,4.99
2017-11-24,Frost Studios,4.99
,,9.99
2017-11-25,magnussoft,5.99
2017-11-25,magnussoft,14.99
2017-11-25,"Iconic Games,Adham Jaber",1.99
2017-11-01,Northbrain,6.99
2017-11-24,Drift Physics Crew,2.99
2017-11-26,Artificer Creator,1.99
,,4.99
2017-11-24,Drift Physics Crew,2.99
2017-11-24,Drift Physics Crew,2.99
2017-11-28,Alister Software,2.99
2017-11-24,David Su,4.99
2017-11-24,Snkl Studio,0.99
2017-11-24,Vionsoft,13.99
2017-11-24,HoneyBeeSoftware,0.99
2017-11-24,Blue Brain Games,19.99
,,14.99
2017-11-24,Dexion Games,0.99
2017-11-23,Black Eye Games,9.99
2017-11-24,XiNFiNiTY Games,0.99
2017-11-23,PixelGreeds,4.99
2017-11-23,"Eagle Dynamics SA,UGRA-Media",44.99
2017-11-23,Eagle Dynamics SA,29.99
2017-11-23,Bunyap Campaigns,9.99
,,12.99
2017-11-20,Golden Bear's GAMEWORKS,4.99
2017-11-23,Pearl Abyss,
2017-11-23,兔子放映部,Free
2017-11-23,Pearl Abyss,
2017-11-23,AIHASTO,1.99
2017-11-24,Alain Perrin,4.99
2017-11-23,Pearl Abyss,
2017-11-22,Bryson MacDuff,0.99
Not yet available,Campfire Games,
2017-11-22,Omaj,15.99
2017-11-23,ALEKSANDER CHIEPAIKIN,7.99
2017-11-23,"WolfShipGames Co., Ltd.",7.99
2013-03-12,Crispy Software Development,4.99
2017-11-23,Easy game,1.99
2017-11-23,Virtual Racing Industries Ltd.,6.99
2017-11-22,Field of View CE,9.99
2017-11-23,"Acram Digital,Mobo Studio",Free
2017-11-22,Payoff Technologies,4.99
2017-11-25,NYF,5.99
2017-11-22,Laush Studio,1.99
2017-11-22,OVERKILL - a Starbreeze Studio.,4.99
2017-11-25,Whiteerminestudios,2.99
2017-11-22,Crystal Box Team,3.99
2017-11-22,Crystal Box Team,0.99
2017-11-22,Crystal Box Team,0.99
2017-11-22,Aerilon Studios,7.99
2017-11-22,Jason Cecrle,9.99
2017-11-22,ElZzap Software,1.99
2017-11-24,Drop_Dead_Fred (Фред),2.99
,,16.99
2017-11-22,Crytek,Free To Play
2017-11-22,The House of Fables,2.99
,,0.99
1981-04-22,,Free
2017-11-22,ChaoYe Liu,7.99
2017-11-22,Primitive Studio,0.99
2017-11-22,"Storia,SimonCreative",8.99
2017-11-22,The Web Production,6.99
2017-11-22,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",4.99
2017-11-22,For Kids,0.99
2017-11-22,EvilCoGames,4.99
2017-11-22,Dovetail Games,Free
2017-11-22,Akonta band,0.99
2017-11-22,Choice of Games,3.99
2017-11-21,Dev Arc,0.99
2017-11-21,Dev Arc,1.99
,,24.99
2017-11-21,Bourbontank,5.99
2017-11-22,Magic Pixel Kft.,2.99
2017-11-21,NS STUDIO,Free To Play
2017-11-17,Hex Entertainment,14.99
2017-11-22,Blender Games,0.99
Winter 2017,Mavenmob,
2017-10-26,Machine Games,59.99
,,5.99
2017-11-21,Square Enix,39.99
2017-11-21,Ubisoft Montreal,6.99
2017-11-22,Aleksandr Kotukhov,14.99
2017-11-21,For Kids,0.99
2017-11-21,Ubisoft - San Francisco,7.99
2017-11-21,,4.99
2017-11-21,Ubisoft - San Francisco,2.99
2017-11-21,Ubisoft - San Francisco,2.99
2017-11-21,Ubisoft - San Francisco,2.99
2011-01-25,,3.99
2017-11-21,"Yuke's Co., LTD,Visual Concepts",9.99
2017-11-21,"Sebastian Nigro,Christopher Anselmo,Daniel Marques",9.99
2017-11-21,"Asmodee Digital,PlaySoft",1.99
2017-11-21,Eipix Entertainment,13.99
2017-11-21,Quick Save Studios,3.99
2017-11-21,CarX Technologies,3.99
2017-11-21,"KOEI TECMO GAMES CO., LTD.",5.99
2017-11-21,"KOEI TECMO GAMES CO., LTD.",5.99
2017-11-21,"KOEI TECMO GAMES CO., LTD.",5.99
2017-11-21,"KOEI TECMO GAMES CO., LTD.",5.99
2017-11-21,"KOEI TECMO GAMES CO., LTD.",5.99
2017-11-21,"KOEI TECMO GAMES CO., LTD.",0.99
,,0.99
2017-11-21,HIPIX,5.99
2017-11-21,"Monolith Productions, Inc.",14.99
2009-12-22,baKno Games,4.99
2008-12-30,baKno Games,4.99
2008-07-29,baKno Games,4.99
2017-11-20,Eduard Kozadaev,39.99
2013-05-31,baKno Games,4.99
,,Free
2017-11-20,"SmiteWorks USA, LLC",7.99
2017-11-15,hede,9.99
2017-11-20,"SmiteWorks USA, LLC",13.99
,,18.99
C'est bientôt...                    (ou pas),Neosia Entertainment,
2017-11-20,Michael McCartney,9.99
2017-11-20,"KADOKAWA,Yoji Ojima",29.99
2017-11-20,Rémi Vansteelandt,4.99
2017-11-20,ATTACK MOUNTAIN,12.99
,,19.99
2017-11-20,KIXEYE,149.99
,,59.99
2017-11-20,KIXEYE,19.99
2017-11-20,KIXEYE,79.99
2017-11-20,KIXEYE,69.99
2017-11-20,KIXEYE,89.99
2017-11-20,KIXEYE,89.99
2017-11-20,KIXEYE,149.99
2017-11-20,KIXEYE,49.99
2017-11-20,KIXEYE,4.99
2012-10-31,PLut,Free Mod
2017-11-20,Trinket Studios,19.99
2017-11-21,"XiNFiNiTY Games,Nova Studios",0.99
2017-11-20,DevPossible,12.99
2017-11-20,Tsunehiko Shimazu,18.99
2017-11-20,Trinket Studios,9.99
2017-11-20,Kiz Studios,29.99
2017-11-20,Kiz Studios,24.99
2017-11-20,Kiz Studios,4.99
2017-11-20,Kiz Studios,9.99
2017-11-19,Hobibit,3.99
2017-11-20,Jake Olson,0.99
2017-04-02,"owl.,Jonas Tintenseher,BáiYù,Andrewus,Atomic-Invasion,Butterfly Wisps,Noyemi Karlaitė,Mama J,Shida",Free
2017-11-20,CyberLink,49.99
2017-11-20,AlternativaPlatform,11.99
2017-11-28,Ebenit,9.99
2017-11-20,Norrland Interactive,4.99
2017-10-29,"MidnightCoffee, Inc.",7.99
2017-11-20,"Keybol,Nitrome Limited,Mike Studios",4.99
2017-11-17,Obsidian Entertainment,44.99
2017-11-17,Obsidian Entertainment,44.99
2017-11-17,Obsidian Entertainment,29.99
2017-11-17,Codename Entertainment Inc.,9.99
2017-11-17,Obsidian Entertainment,6.99
2017-11-17,Codename Entertainment Inc.,9.99
2017-11-17,Codename Entertainment Inc.,44.99
2017-11-17,Codename Entertainment Inc.,9.99
2017-11-17,Codename Entertainment Inc.,9.99
2017-11-17,Daybreak Game Company,9.99
2017-11-17,07th Expansion,29.99
2017-11-20,Aslak Studio,19.99
2017-11-20,Sekrit Games,11.99
2017-11-18,,Free
2017-11-17,Team Dogpit,2.99
2017-11-17,"Fancy Bytes,Reactor",9.99
2017-11-17,Codename Entertainment Inc.,9.99
2017-11-17,"SNK CORPORATION,Code Mystics Inc.",9.99
2017-11-17,"XiNFiNiTY Games,Nova Studios",0.99
2017-11-17,starmops,
2017-11-17,Musrka,0.99
2017-11-17,Norbert Palacz,4.99
1991-01-01,Titus Interactive,9.99
2017-11-17,Ben Allen,9.99
2017-11-17,Shanghai huan zhen Info Tech Ltd,9.99
2017-11-17,OfficialAndy,0.99
2017-11-17,OfficialAndy,0.99
2017-11-17,Choice of Games,4.99
2017-11-17,Choice of Games,3.99
,,6.99
2017-11-17,Fishing Planet LLC,4.99
2017-11-17,Effimera Studio,7.99
2017-11-17,LeshaWhite Studio,0.99
2017-11-17,Silky Smooth Studio,9.99
2017-11-17,Rafael Farias,1.99
,,13.99
2017-11-17,Gameplay Ltd.,0.99
,,3.99
,,Free To Play
2017-11-17,Florent Vieillescazes,2.99
2017-11-17,James Flannery,5.99
2017-11-17,"Battle Factory,HexWar Games",
2017-11-17,Russian Pixel Games,0.99
2017-11-17,SUNSET GAMES,3.99
2017-11-17,4 Friends Games,12.99
,,Free
2017-11-16,"Urvogel Games, LLC",4.99
,,2.99
2017-11-16,Nuts and Volts Electronics,0.99
2017-11-17,For Kids,1.99
2017-11-16,Ocumens LLC,14.99
2017-11-16,Degica,59.99
2017-11-16,Degica,19.99
2017-11-16,Ocumens LLC,0.99
2017-11-16,"Fantasia Studio,Ray丶",0.99
2017-11-16,Konami Digital Entertainment,Free to Play
2017-11-16,Kmany Design,19.99
2017-11-16,Realore,4.99
2017-11-16,Paradox Development Studio,19.99
2017-11-16,Paradox Development Studio,7.99
2017-11-16,Tomb Team,2.99
2017-11-16,Xeneder,0.99
2017-11-16,Paradox Development Studio,14.99
2017-11-16,Tree Men Games,9.99
2017-11-16,Tomb Team,2.99
2017-11-16,Tomb Team,Free To Play
2017-11-16,Tomb Team,1.99
,,19.99
,,
2017-11-20,"Olympic,SP",7.99
2017-11-15,team BitClub,3.99
2017-11-13,Messier Games &amp; Animations,9.99
2017-11-15,ShadowInk Designs,4.99
2017-11-15,,4.99
2017-11-15,Hi-Rez Studios,9.99
,,Free To Play
2017-11-15,Brain Machine,14.99
Q1 2018,Zeritum,
,Okay Studios,
2017-11-15,Eldritch Phantasmagoric Games,1.99
,,Free to Play
,,
2017-11-15,"Konami Digital Entertainment Co., Ltd",Free to Play
2017-11-15,"Omicron Games,Ashton ""DeDra"" Bourgeois",5.99
2017-11-15,Trendy Entertainment,19.99
2017-11-15,LongYou Game,Free To Play
,,1.99
2017-11-15,Mikhail Melnikov,0.99
2017-11-15,Joure Visser,4.99
2017-11-15,Bmc Studio,1.99
2017-11-15,Phil Blank,2.99
2014-01-24,baKno Games,4.99
2012-03-09,baKno Games,4.99
,,Free To Play
2017-11-15,Educational Games,2.99
Spring 2018,PowerGaelic,
,,Free
2017-11-15,"CINEMAX, s.r.o.",29.99
2017-11-15,TSS Studio,1.99
2017-11-15,Arbatskii Anatolii,4.99
2017-11-15,Obsidian Entertainment,Free
2017-11-15,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade",14.99
2017-11-15,Applava,9.99
2017-11-14,Boogygames Studios,0.99
2017-11-14,Heavy Spectrum Limited,19.99
2017-11-15,putilin_industries,0.99
,,Free
2017-11-14,Wolverine Studios,24.99
2017-08-11,上海アリス幻樂団,14.99
2015-07-08,SOFTSTAR ENTERTAINMENT INC.,14.99
2017-12-01,Omicron Games,3.99
2017-11-15,Ezalbot,2.99
,,9.99
2017-11-14,Mega Crit Games,15.99
,,
2017-11-14,Asakusa Studios,24.99
2017-11-15,BKOM Studios,2.99
2017-11-15,BKOM Studios,2.99
2017-11-15,Wargaming Group Limited,Free to Play
2017-11-15,BKOM Studios,2.99
2017-11-14,"NetherRealm Studios,QLOC",19.99
2017-11-14,"NetherRealm Studios,QLOC",39.99
2017-11-15,BKOM Studios,2.99
2017-11-14,"NetherRealm Studios,QLOC",5.99
2017-11-14,"NetherRealm Studios,QLOC",5.99
2017-11-14,TT Games,14.99
2017-11-14,"NetherRealm Studios,QLOC",5.99
2017-11-14,Trese Brothers,14.99
2017-11-14,"NetherRealm Studios,QLOC",5.99
2017-11-14,"NetherRealm Studios,QLOC",5.99
2017-11-14,,4.99
2017-11-14,"Visual Concepts,Yuke's Co., LTD",7.99
2017-11-14,Team 6,29.99
2017-11-14,SoftWarWare,9.99
2017-11-14,Military Visualizations,29.99
2017-11-14,bycomb,Free
2017-11-14,Toposim,19.99
2017-11-14,"TABOT, inc.,Natsume Inc.",29.99
2017-11-14,GamePhase,8.99
2017-11-14,RSK Entertainment,9.99
2017-11-14,,4.99
2017-11-14,Ubisoft - San Francisco,2.99
2017-11-14,Ubisoft - San Francisco,2.99
2017-11-14,KaleidoGames,8.99
2017-11-14,Ubisoft - San Francisco,11.99
2017-11-14,Ubisoft - San Francisco,2.99
2017-11-14,Ubisoft - San Francisco,2.99
2017-11-14,Ubisoft - San Francisco,2.99
2017-11-14,"NetherRealm Studios,QLOC",39.99
2017-11-14,"NetherRealm Studios,QLOC",5.99
2017-11-14,Creativ Game Developer LLC,9.99
2017-11-14,Totem Games,14.99
2017-11-14,FeelThere,18.99
2017-11-14,"Nikita ""Ghost_RUS""",0.99
2017-11-14,"Nikita ""Ghost_RUS""",0.99
2017-11-14,George Batchelor,7.99
2017-11-14,"Zimventures, LLC",3.99
,,9.99
2017-11-14,White Wizard Games,1.99
2017-11-14,RedNukem,4.99
2017-11-14,Artefacts Studio,14.99
2017-11-13,SkyBox Labs,2.99
2017-11-13,IronEqual,12.99
,,4.99
,,Free
2017-04-20,Microids,29.99
,,11.99
2017-11-13,Giants Software,19.99
2017-11-13,Boogygames Studios,0.99
2017-11-13,,3.99
2017-11-13,CUTE ANIME GIRLS,1.99
2017-01-03,,2.99
2018-02-02,Topstitch Games,
,,Free
2017-11-12,Saddletrip,Free
2017-11-11,Lovepurple,2.99
2017-11-12,Daniel Meredith,0.99
2017-11-12,Goldsaucer Ltd,14.99
2017-11-12,QuickSave,3.99
2017-11-12,Team Nekojishi,Free To Play
2017-11-12,Fatalitech,4.99
2017-11-12,Camex Games,Free To Play
,,11.99
,,Free
2017-11-13,SHOKIZM INTERACTIVE,4.99
2017-11-13,MAGIX Software GmbH,69.99
2017-11-13,"TheDreik,Xeneder",0.99
2017-11-13,Nocturne Games,6.99
2017-11-13,Naddic Games,Free To Play
2017-11-13,Daily Magic Productions,12.99
,,Free to Play
2017-11-10,Ad Aspera,6.99
2017-11-10,Danyl Oreshkyn,1.99
2017-11-10,Daily Magic Productions,12.99
2017-11-10,Elysian Games,3.99
2017-11-10,HUNTERS,2.99
2017-11-10,Amazu Media,9.99
2017-11-10,Drew Wallace,1.99
2017-11-10,bumblebee,14.99
2003-11-10,"Eurocom,THQ Nordic",14.99
2017-11-24,einklang.VISUALS GmbH,49.99
2017-11-10,"Eurocom,THQ Nordic",4.99
2017-11-10,Crian Soft S.A.,1.99
2010-04-06,baKno Games,4.99
2016-05-29,baKno Games,4.99
2007-11-21,baKno Games,4.99
2017-11-10,Emily Peregrine,1.99
2017-11-10,Vyacheslav Shilikhin,2.99
,,29.99
2017-11-10,Mykhail Konokh,1.99
2017-11-10,"高考恋爱委员会,橘子班",3.99
2017-11-10,Bizzy,3.99
Coming Soon,Team KwaKwa,
2017-11-10,Happyrock Studios,0.99
1996-08-31,"Cryo Interactive,Jordan Freeman Group",2.99
,,19.99
2017-11-10,Grindstone Interactive,4.99
,,9.99
2017-11-10,Blueshift Media,0.99
2017-11-10,JoyBits Ltd.,2.99
2017-11-10,"Nikita ""Ghost_RUS""",0.99
2017-11-10,Tonguç Bodur,5.99
2017-11-10,putilin_industries,0.99
2017-11-10,virtualRailroads,19.99
2017-10-31,TerkStudios,Free
2017-11-10,Great War Team,6.99
2017-11-09,Tarsier Studios,3.99
2017-11-09,Sports Interactive,49.99
2017-11-09,Sports Interactive,29.99
2013-12-19,SideKick,4.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,3.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,0.99
2017-11-09,Sports Interactive,3.99
2017-11-09,Raptor Claw Games,11.99
2017-11-09,SCS Software,11.99
2017-11-09,Deck13 Hamburg,24.99
2017-11-09,Choice of Games,6.99
,,Free To Play
1994-03-28,"Cryo Interactive,Jordan Freeman Group",2.99
2017-11-09,Svarog Studios,1.99
2017-11-09,Dr_Crewcut,0.99
2017-11-09,MECH'AT,7.99
2017-11-09,Inkline Ltd.,9.99
2017-11-09,Flying Mollusk,2.99
2017-11-09,Cargo Cult Gaming LLC,4.99
2019-05-01,Nodding Heads Games,
2017-11-08,Keinart Lobre,9.99
2017-11-08,Squish Studios LLC,4.99
2017-10-20,,12.99
2017-11-08,,3.99
2017-11-08,"FarSight Studios, Inc.",9.99
2017-11-08,Snowdrop Lab,0.99
,,Free To Play
2017-11-08,GrizzlyGames,2.99
2017-11-08,Sacada,7.99
2017-11-09,Heluo Studio,Free To Play
,,9.99
2017-11-20,Codex7,10.99
2017-11-09,Bunny on Caffeine LLC,9.99
2017-11-09,Tusha Works,19.99
2017-11-09,Windybeard,11.99
2017-11-09,Windybeard,3.99
2017-11-08,ERS G Studios,12.99
2017-11-08,Lions Crayons Games,9.99
2017-11-08,Playmous,1.99
2017-11-08,IPACS,Free
2017-11-08,Polovey Alexander,0.99
2017-11-08,Hanakai Studio,14.99
2017-11-08,Sector-K Games,19.99
2017-11-08,Inner Monkey,1.99
2017-11-08,Albatros Softworks,0.99
2017-11-02,Berzerk Studio,19.99
2017-11-02,Berzerk Studio,19.99
2017-11-02,Berzerk Studio,9.99
2017-08-15,DiceyCraft,14.99
2017-11-08,Boogygames Studios,2.99
2017-11-08,Military Visualizations,29.99
2017-11-08,Toposim,14.99
2017-11-08,High Iron Simulations,9.99
2017-10-13,Spectre EU,6.99
2017-11-08,Limed,0.99
2017-10-31,Lost Astronaut,4.99
2017-10-26,Giant Margarita,9.99
2017-11-08,Playmous,9.99
2017-11-08,"29Palms,JaraNet",15.99
2008-12-20,baKno Games,4.99
2017-11-08,Walter Machado,0.99
2017-11-07,Fuyu Games AB,0.99
2017-11-07,Eelooz AB,4.99
2017-11-07,WinterSpring Games,9.99
TBA,ZA/UM,
2017-11-07,EchoNineGames,4.99
2017-11-07,,4.99
1982-12-31,,3.99
2017-11-07,Fred Wood,2.99
2017-11-07,,4.99
2017,Foxwarrior Productions,
2017-11-07,Boogygames Studios,2.99
,,29.99
2017-11-07,Boogygames Studios,0.99
2017-11-07,"Sonic Team,Hardlight",Free
2017-11-07,Narayan Games,2.99
,,14.99
2017-11-07,Defiant Development,29.99
,,4.99
2017-11-07,Vladimir Maslov,Free To Play
2017-11-07,Ubisoft - San Francisco,9.99
2017-11-07,,4.99
2017-11-07,Ubisoft - San Francisco,2.99
2017-11-07,Ubisoft - San Francisco,2.99
2017-11-07,Ubisoft - San Francisco,2.99
2017-11-07,Ubisoft - San Francisco,2.99
,,9.99
2017-11-06,Arcane Raise,2.99
,,1.99
2017-11-07,Arcane Raise,5.99
2017-11-14,StalkerAlex,0.99
2017-11-07,2-Volt Games,Free to Play
2017-11-07,Notus Games Ltd,9.99
2017-11-07,Wurd Industries,4.99
2017-11-07,Nonostante Games,1.99
2017-11-07,"Tero Lunkka,Valkeala Software",1.99
2017-11-07,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",
2017-11-07,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",
2017-11-07,Visualnoveler,7.99
2017-11-07,TSS Studio,1.99
2017-11-07,AIGRIND,Free To Play
2017-11-06,Edelweiss,9.99
2017-11-06,RUHRSOURCE GmbH,499.99
2017-11-07,"Nova Dimension,Game-Ready Studio",Free
2017-11-07,"Nova Dimension,Game-Ready Studio",99.99
2017-11-07,"Nova Dimension,Game-Ready Studio",Free
2017-11-07,"Nova Dimension,Game-Ready Studio",99.99
2017-11-06,"Game-Ready Studio,Nova Dimension",99.99
,,9.99
2017-11-06,ZOU Inc.,
2017-11-06,Epsilon Games,
2014-06-27,TheDreik,0.99
,,
,,2.99
2017-11-06,Arcane Raise,2.99
2017-11-06,Arcane Raise,2.99
2017-11-06,Arcane Raise,2.99
2017-11-05,BBit,Free To Play
2017-11-06,triplesghoul,1.99
,,Free To Play
2017-11-05,Blup Games,3.99
2017-11-06,Studio Goya,6.99
2017-11-06,Denis Mikheikin,3.99
2017-11-06,Sure Games,12.99
,,4.99
2017-11-06,interFusion Games LLC,7.99
January 2019,Svarun Entertainment,
2017-09-15,wHDinc.,0.99
2017-11-03,Room710Games,1.99
2017-11-03,CyberConnect2,49.99
2017-10-05,Semen Rodin,0.99
Q4 2017,"Evan Peiperl,Brianna Livesay",
2017-11-03,Stun Games,6.99
2017-11-03,Retro Reactor,4.99
2017-12-08,Bernackels,9.99
2017-11-03,Daniel Spencer,4.99
2017-11-03,FlashBack media,0.99
,,1.99
2017-11-03,Alexey Glinskiy,0.99
,,Free
2017-11-03,Boogygames Studios,1.99
2017-11-03,Pugware,9.99
2017-11-03,Nuts and Volts Electronics,1.99
2017-11-02,Magic Item Tech,4.99
2017-11-02,Project Polish Productions,Free to Play
2017-10-13,OPENCAP STUDIO,19.99
2017-11-02,Maik Goltz,39.99
,,1.99
2017-11-02,SUPERMEGAQUEST INC.,11.99
Early 2018,Paul Harrington,
Datachunks conflicted. Be vigiliant.,Osmotic Studios,
,,4.99
,,3.99
2017-11-02,Blender Games,0.99
2017-11-03,Team Full Sail,Free
2017-11-03,Tongsun,12.99
2017-11-03,XOA Productions,9.99
2017-11-02,Elknight,0.99
2017-09-25,"Z Games,Nova Dimension",1.99
2017-11-02,26k,9.99
